premise	hypothesis	output	language
Encuentras visionarios y a ) algo molesto ?	Crees que los visionarios son un poco molestos ?	entailment	es
Nunca usé nada en el trópico como una corbata .	Cuando estaba en los trópicos nunca usé nada como una corbata .	entailment	es
Madrid es simplemente una ciudad muy joven para tener una gran catedral medieval .	Debido a su edad , Madrid carece de una gran catedral medieval .	entailment	es
Flotaba en el borde de un gran agujero nuevo y parecía tambalearse , a toda velocidad y perder su equilibrio .	Flotaba en el borde de un agujero y parece estar a punto de caer .	entailment	es
Bueno eso es algo pero me parece que hemos conseguido mucho mejor um cooperación aquí uh por para que podamos pagar un poco extra uh en realidad no creo que pagar mucho extra en todos también , pero los hombres de la basura	Una vez que lo hemos conseguido y funcionando , hemos recibido mucha mejor cooperación .	entailment	es
Tales lugares incluyen los coloridos tams ( sombreros de punto usados por los hombres jamaiquinos para cubrir su melena de rastas ) y el fruto rojo ackee que madura a principios del año .	Los sombreros de punto son usados para cubrir rastas .	entailment	es
Habitación 17 : los enormemente del siglo XIX ( vistas ) de Venecia eran precursores aristocrática de las tarjetas postales modernas ; en tales obras como la isla de San Giorgio Maggiore , Francesco Guardi logró tanto poesía como melancolía .	Las obras de canaletto fueron la versión del siglo 18 de una postal moderna .	entailment	es
Sí , eso es extraño .	Eso es anormal .	entailment	es
En tercer lugar , la mujer sirve a la necesidad del hombre de ser necesario .	En tercer lugar , la mujer atiende las necesidades del hombre .	entailment	es
Lo que se ve desde una distancia como un enorme templo griego con muchas columnas iónica resulta ser sólo una fachada con 12 columnas .	La única fachada tenía 12 columnas .	entailment	es
Y desde 1995 , las tropas turcas han invadido el norte de Irak tres veces para destruir las bases del pkk .	Las tropas turcas han invadido el norte de Irak tres veces .	entailment	es
Qué más podría explicar lo que está pasando ?	Podría haber otra explicación para esto ?	entailment	es
Y no sé que me suena más como el problema de la oficina principal que el problema de entrenador , pero entonces el equipo fue vendido	El entrenamiento no era el problema .	entailment	es
Sus críticos lo son .	Tiene algunos críticos .	entailment	es
Promovió la diversidad en los discursos que se le invitó a dar a las organizaciones asociadas-la conferencia combinada de jueces del Tribunal Estatal y la conferencia de administradores del Tribunal Estatal , el grupo internacional de asistencia jurídica y a través de la serie de oradores de asistencia jurídica de Ontario ( Canadá ) .	Se le invitó a dar discursos a las organizaciones asociadas , por ejemplo , la conferencia combinada de jueces del Tribunal Estatal y la conferencia de administradores del Tribunal Estatal ; allí , promovió la diversidad .	entailment	es
Oh definitivamente oh absolutamente por cierto oh no puedo recordar el nombre de ese lugar hay un hermoso parque ahí arriba y tienen un uh uh oh tipo de hotel a lodge un lodge que es lo que es	No recuerdo el nombre , pero tienen una bonita logia .	entailment	es
Pero mira que no la molestó porque tenía una receta .	Fue al médico .	entailment	es
Desacato al tribunal , o algo británico ?	Era una cosa británica ?	entailment	es
Cuando los árabes conquistaron Sicilia en el siglo IX y se volvieron hacia el continente , Nápoles buscó por primera vez una alianza .	Nápoles buscó una alianza con los árabes después de que conquistaron Sicilia .	entailment	es
Sí y me olvido de cuántos milímetros , así que has usado el resultado .	No estoy seguro de cuántos milímetros .	entailment	es
Usted ha pedido nuestras opiniones sobre esta cuestión , así como las de la asociación de funcionarios del servicio exterior .	Usted ha pedido nuestras opiniones sobre el tema que nos corresponde .	entailment	es
Incluyendo el biplano curtiss rojo .	Incluye el biplano que es rojo .	entailment	es
Además , la ley federal de racionalización de la adquisición de 1994 exige que el jefe de cada organismo ejecutivo apruebe o defina los costos , resultados y calendarios de los principales programas de adquisición de organismos .	Cada jefe de la agencia ejecutiva debe aprobar o definir el costo de los principales programas de adquisición del organismo en virtud de la ley .	entailment	es
Estoy convencido de que el plan estratégico que hemos articulado con el apoyo del Congreso proporcionará un marco sólido para mejorar el gobierno y hacer frente a los desafíos de la nación en los próximos años .	Creo que el plan mejorará el gobierno y ayudará a hacer frente a los desafíos .	entailment	es
Cuando se pregunta si los estados unidos deben oponerse a los préstamos a Rusia a causa de la guerra , berger responde , es una pregunta prematura porque la cuestión determinante es si tienen las reformas económicas en orden , en ese punto tendremos que ver lo que está en nuestro interés nacional .	Pensaban que la reforma económica debía tener lugar antes de que se entretenido la idea de los préstamos internacionales .	entailment	es
Preparación y presentación de las estimaciones presupuestarias , circular	Evolución de las estimaciones de ingresos y gastos	entailment	es
Carcassonne puede ser decepcionante a primera vista ; la mejor vista general es del autopista y la ciudad es quizás más impresionante cuando se ilumina por la noche .	Carcassonne durante el día no es tan impresionante como lo es por la noche .	entailment	es
La autoridad presupuestaria podrá clasificarse por período de disponibilidad ( un año , un año o un año ) , por naturaleza de la autoridad ( actual o permanente ) , por la manera de determinar el importe disponible ( definido o indefinido ) , o como bruto ( sin reducción de las recaudaciones de compensación ) y neta ( con reducciones de las colecciones de compensación ) .	La red es una de las formas en que es posible clasificar la autoridad presupuestaria .	entailment	es
Importantes cambios importantes en el proceso de gestión del valor obtenido del departamento de defensa .	Grandes alteraciones en la forma en que se lleva a cabo el proceso de gestión del valor del departamento de defensa .	entailment	es
Me gradué en ochenta y seis .	He terminado en ochenta y seis .	entailment	es
Lo que impulsó los ingresos federales fue el crecimiento promedio del 4.3 % en los impuestos sobre la nómina .	El crecimiento de los impuestos sobre la nómina de sueldos impulsó los ingresos federales más .	entailment	es
Cinco , teníamos , antes de la guerra , cuando se mantuvo como el lugar de un caballero debería ser .	Teníamos cinco cuando se mantuvo como un lugar de caballeros .	entailment	es
España siempre ha sido rica en cacerías y posibilidades de tiro , de lobo a jabalí , aunque la costa blanca no es el lugar para ello .	Uno puede cazar lobos y jabalíes en España .	entailment	es
Esther Lardent , presidenta del instituto pro bono , administra su desafío pro bono , que de forma confidencial rastrea a las grandes firmas de abogados ' pro bono trabajo .	Las grandes firmas de abogados realizan trabajos pro bono , que es seguido por el instituto pro bono .	entailment	es
La historia de la portada ensalza chuck cerca , que logra pintar sorprendentes retratos puntillista a pesar de la parálisis casi total .	Chuck cierra retratos , a pesar de sufrir una parálisis casi total .	entailment	es
Sólo uno de ellos .	Sólo uno de ellos .	entailment	es
Estas noticias aleccionador sirvieron a un purposeit vital que creó un sentido de urgencia en torno a la necesidad de cambiar y ayudó al cfo a reunir el apoyo organizativo necesario para instituir una iniciativa de reingeniería completa	El cfo se dio cuenta de que esta noticia ayudaría a obtener el apoyo necesario para conseguir que la iniciativa de reestructuración fuera del terreno .	entailment	es
La horrible cara cornuda del diablo ha estado aterrorizando a la irreverente en el arrepentimiento desde 1688 , cuando nicolas de empresas lo talló .	La horrible cara cornuda del diablo , tallada por nicolas de empresas , ha estado asustando a los pecadores en arrepentimiento desde 1688 .	entailment	es
Sin embargo , tal vez no era más imposible que todo el resto de las cosas en este mundo imposible .	Tal vez no sea imposible después de todo .	entailment	es
A veces el color se llevaría demasiado tiempo para trazar la trama .	Es difícil trazar el color de ella .	entailment	es
Ahí estás empezando a descongelar bien eso es genial	Me alegro de que te estés calentando .	entailment	es
Slate tan fácilmente en ruanda como en redmond , así que tal vez la regla debería ser que cada sitio web debe seguir las leyes de su país de origen , y ninguna otra .	Debido a diferentes leyes , los sitios web deben seguir las leyes de su respectivo país de origen	entailment	es
Estas presiones deflacionaria , los pesimistas , han puesto fin a la gran depresión .	Los pesimistas observan las presiones deflacionaria como una razón para la gran depresión .	entailment	es
