premise	hypothesis	output	language
"Ukakipkarakiw discoteca "" La Pattana "" uka chiqanakana, kawkirutix puente "" Varadero "" uka chiqankki uka chiqana."	Yaqha chiqawjax discoteca ukhamawa.	entailment	ayr
Pallapallanakax jan wali jaqinakäpxiwa, sallqa jaqinakäpxiwa.	Pallapallanakax jan wali jaqinakäpxiwa, sallqa jaqinakäpxiwa.	entailment	ayr
Jisk 'a laq 'unakaw uka uraqit jalsunipxäna. Uka uraqisti juk 'amp jisk 'a laq 'unakatänwa.	Ukawjan mä uraqi allsuñaw utjäna.	entailment	ayr
Jupax Bachman sutimpiw qillqt'atayna.	Jupax sutipxaruw qillqäna.	entailment	ayr
Nayrïr minifaldax yaqha jan walt'ayir amuyunïnwa, yaqha warminakaw chachanakat lunthatsupxäna, jan uñt'ayasisa.	Nayraqatasti taqi chachanakaw minifalda isinak uchasipxäna, ukat warminakax uka minifalda isinak lunthatsuwayapxäna.	entailment	ayr
Walja maranak nayrax, mä janq'u jaqiw kunjams wawapan yatichiripax Michael Jackson jaylliw jayllintapkän uk yaticht 'itäna, 10 minutunakaw jayllintapxañapäna khä Black History Month uksan amtañataki.	Mä kutix, mä yatichirix Black History Month uka phaxsinx Michael Jackson jaylliw jayllintapxañapatak yaticht 'äna.	entailment	ayr
Mayja pachpankiwa, Naples markanx phust'at phust'awix jach'a lamar quta thiyankiwa islas visibles de Ischia y Capri, ukat Pompeya markan t'unxtawinakapas Vesubio quta thiyankiwa, ukax jichhakamaw phust'asiski.	Vesubio qullux janiw chhaqtkiti.	entailment	ayr
1998 maranxa, pä maraxa, Washington markanx yatiyir yanapt 'äwirux mä kimsïri t 'aqawimpi, 122 waranq waranq waranq dolarawimpi t 'aqawayi. Uka maranxa, yatiyir yanapt 'äwirux juk 'amp jach'a mayiwinakaw utjañ qalltäna.	Uka jan walt 'awinakax yanapt 'asirinakarux juk 'amp jan walt 'ayawayi.	entailment	ayr
Ukasti sañ muniwa kawkha uraqintix jakaskta uka uraqita.	Kawkhankktasa uka toqet parltʼaskakiñamawa.	entailment	ayr
Aka pachax mä suma jallupachawa, wali thaya thayaw aynachatpach purintani, junt'u pachanx 22oC junt'u pachanx 17oC junt'u pachanx.	Aka pachax jallupachax subtropical ukhamawa.	entailment	ayr
Chiqpachans judío jaqikïskiwa, chiqpachans moderno jaqikïskiwa, ukat juk 'amp jiltaskakiwa.	Jichhürut uksarux machaqat jiltaskakiwa.	entailment	ayr
Greenspan irpirirux jisk 'achapxarakiwa, janiw qullqichäw jiltayañatakix juk 'amp qullqichäw juk 'amp jiltaykiti, kunalaykutix inflación ukax 3,3% ukjaruw jilxattawayi, aka phaxsinx 1,98 ukjaruw jilxattäna.	Interés ukax 3,3% ukjaw jilxatti, diciembre phaxsinx 1,98% ukjaw jilxattäna.	entailment	ayr
Uka jiskt 'asti, ¿ aka jaqinakar qhispiyañax wakisiti?	Ukax jiskt'askiwa.	entailment	ayr
Jach 'a aljañ utanakanxa, janiw ukhamäkiti.	Jan ukasti, taqi jach 'a empresas ukanakan luräwipax mayjawa.	entailment	ayr
Ukampis nayax yatiraktwa, jumanakax jan juchanïpxatam laykux janiw sum sarnaqapkasmati. Chiqpachansa jumanakax jan kuna juchanïpxatam laykux janiw sum sarnaqapkasmati.	Yaqhip jan juchan jaqinakax jan walinakaruw puripxi.	entailment	ayr
Mä suma pachaw visitt 'añatakixa, chinuqa phaxsin qallta pachanwa, kunapachati ch'axwañanakax mä jach'a phunchhäwiw utjaraki.	Aka jach'a phunchhäwix khaysa Marrón markankiwa, machaqa mara uru saraqkipana.	entailment	ayr
Jupasti wal khathatïna.	Ukspachaw khathatïna.	entailment	ayr
Jumanakasti wali suma parlirïpxtawa.	Uka panpachaniw wali sum parlirïpxi.	entailment	ayr
Información sobre el desempeño uka uñt'ayañax irnaqirinakar juk'amp amuyt'ayaspa kunjams sapür luräwinakapax organización ukan amtapar yanapt'aski ukxata.	Irnaqirinakax sapür luräwinakapxat amuyt 'apxi, kunjams tama amtapar yanapt 'apki ukxata.	entailment	ayr
Won ukan aynacht'atapax janiw jank 'akiw anqaxa markanakar aljañ jark'aykaniti, janirakiw anqaxa markanakar mantañ jark'aykarakiniti.	Won ukan aynacht'atapax janiw jank 'akiw exportaciones ukat importaciones ukanakar jan walt'aykiti.	entailment	ayr
Washington-based tamanakax wali askiw markachirinakar yanapt 'añatak irnaqapxi.	Washington markanx organizaciones ukanakaw utji, jupanakax arxatirinakäpxiwa.	entailment	ayr
Kunapachati Alejandrox India ukch'a inti jalsur uraqinak katuntkän ukhaxa, Aegeo sat lamar qutax mä jach'a thakhiw tukxäna.	Alejandrox inti jalsu tuqiruw India markakam atipjäna.	entailment	ayr
Jupax janiw Texas markankirïkiti.	Janiw Texas markankirïkti.	entailment	ayr
Nayax mä ijma warmïtwa, mä usut wawajaw utjitu, ukhamarus nayraqatar sartañaw wakisi.	Nayax ijma warmïtwa, mä usut wawani.	entailment	ayr
Mazda ukax janiw uk lurkänti.	Mazda ukax janiw uk lurkiti.	entailment	ayr
Pä kutiw pantjasitayna, pä kutiw t 'aqhisiyatayna.	Pä kutiw ch 'uxña luräwix jan walt'ayi.	entailment	ayr
Yatichawi yatiqawi yatiqawi yatiqawi yatiqawi yatiqawi	Yatichawi tuqitxa kimsa yatxatawinakaw utjaraki.	entailment	ayr
Victoria pachanxa, dinard-ax suma qamir yänakap katxarakitayna: suma jach 'a jach 'a utanaka, jach 'a thakinaka, jach 'a utanakana, suma aljañ utanaka, suma aljañ utanaka, discotecas, casinos, parques y jardines, ukhamarak mä piscina pública olímpica ukanaka.	Mä jach 'a piscina pública dinar uksax utjarakïnwa, Victorian uksax utjarakïnwa.	entailment	ayr
Jumanakaw ukxat amuyt 'apxäta.	Janiw kunsa jupanak laykux askichkañäniti.	entailment	ayr
Ukhamakipanx, Asia markanx janikiw uka jan walt'äwinakax mayakïkiti. Uka jan walt'äwix 1995 maran Latinoamérica markan utjkän uka crisis de la tequila uka jan walt'äwin qhipapat puritaynawa. Uka jan walt'äwix 1980 maran Latinoamérica markan utjkän uka crisis de deuda uka jan walt'äwimpiw kikipaki.	Asia markan jan walt 'äwipax yaqhip latinoamerican jan walt 'äwinakar uñtatawa.	entailment	ayr
(Central Pundit uñt'atax mä kutix Idiota Jilïr Irpiriruw jawsthapi ukatx walja qillqatanak jikxati, yaqhip qillqatanakax jupan taykapata ukat tiyapata).	Pundit Central ukankirinakax mä jach 'a qutucht 'äwi katuqapxatayna presidente idiota ukar jawsthapipxatapatxa.	entailment	ayr
¿ Amuyasiri, amuyt 'iri, jan walt 'ayirjamati jikxatta?	¿Janit visionarionakasti ukxat parlirjamäpki?	entailment	ayr
Janipuniw kunapachas trópico sat cheqan corbata janxatkti.	Janipuniw kunapachas tropicankkäyät ukkhatpach corbata janxatkti.	entailment	ayr
Madrid markax wali jisk'a markakiwa mä jach'a cathedral medieval ukatakixa.	Madrid markax nayra maranakatpachx janiw mä jach'a katedral utjkänti.	entailment	ayr
Mä jach 'a p 'iyanjam muyuntataw uñjasïna, mä machaq jach 'a p 'iyanjam muyuntataw uñjasirakïna, mä jach 'a qinayanjam muyuntataw uñjasirakïna.	Mä jach 'a p'iyar purisinsti jalaqtanwa.	entailment	ayr
Ukhamarusa, ukax mä juk'a jan walt'ayañawa, ukampis jiwasax juk'amp sumapxañäni, juk'amp sumapxañäni, juk'amp sumapxañäni, juk'amp sumapxañäni, juk'amp sumapxañäni.	Ukar puripansti, jiwasax juk 'amp suma yanapt 'anak katuqañäni.	entailment	ayr
Uka chiqanakanx colorados tams (Jamaican chachanakax k'achacht'at p'iqi ch'uñunakampiw p'iqi ch'uñunakap imxatapxi) ukatx achunakax wilamasinakakiwa, ukax mara qalltanw puquyi.	K 'achat k 'achat p 'iqiñ phukhunakax k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat k 'achat	entailment	ayr
Tunka paqallquni utanxa: jach 'a jach 'a aristócratas Venecia markanxa nayratpachwa qillqapxiritayna; islas de San Giorgio Maggiore ukanxa, Francesco Guardi jilax poema ukat melancolía uka kipkarakiw qillqäna.	Canaletto dibujox mä postal moderno ukamp sasiwa.	entailment	ayr
Jïsa, ukax inamayakïspawa.	Ukax janiw askïkiti.	entailment	ayr
Kimsïri: warmix chachar yanapt 'iriwa, chachapur yanapt 'añatakiwa.	Kimsïri: Warmisti chachapar yanapt 'i.	entailment	ayr
Kunatix jaya jayatxa mä jach 'a templor uñtata walja columnas jonias ukanakanixa 12 columnas ukch 'akiw uñsti.	Uka jach 'a utax 12 sayirinakat luratänwa.	entailment	ayr
Ukat 1995 maratxa, turco tropanakax kimsa kutiw Iraq del Norte uksar mantapxi PKK ukan base-nakap tukjañataki.	Turquía markan ejercitopax kimsa kutiw Iraq del Norte uksar mantapxi.	entailment	ayr
¿Kamisarak taqi ukanak amuyt 'aspasti?	¿ Ukanak amuyañax wakisispati?	entailment	ayr
Janiw yatkti, ukax mä jach 'a oficio jan ukax mä entrenador jan walt 'äwiw sañ munpacha, ukampis equipox aljatäxänwa.	Entrenamientox janiw kunäkisa.	entailment	ayr
Jupat jan walinak parlapki ukanakajja, ukhamäpjjewa.	Yaqhip uñch 'ukirinakapaw utji.	entailment	ayr
Jupax diversidad ukarux arxayt 'awayataynawa arst 'asïwinakanxa organizaciones asociadas- conferencia combinada de jueces de la Corte Estatal ukat conferencia de administradores de la Corte Estatal, grupo internacional de asistencia jurídica ukatxa serie de oradores de asistencia jurídica de Ontario (Canadá) ukanakata.	Jupax jawillt 'atänwa arst 'añataki organizaciones asociadas, jisnawa, conferencia combinada de jueces del Tribunal Estatal ukat conferencia de administradores del Tribunal Estatal ukanakana; ukanx jupax diversidad ukaruw ch 'amanchäna.	entailment	ayr
Oh. Chiqpachapuniw oh. Chiqpachapuniw oh. Janiw ukawjan sutip amtaskti.	Janiw sutip amtaskti, ukampis mä suma qamañ utanakaniwa.	entailment	ayr
Ukampis jupax janiw kunsa kamskänti, jupan mä recetapa utjatap layku.	Mä qullaruw uñjayasïna.	entailment	ayr
¿ Jisktʼañatakit mä jiskʼa tʼaqaxa, jan ukax inglés arun mä jiskʼa tʼaqaxa?	¿Jilïr angelanakan luräwipäniti?	entailment	ayr
Nayrïr kutix, kunapachatix árabe jaqinakax Sicilia uraq katuntxapxän ukhaxa, napoleonakax nayrïr kutiw mä jach 'a uraqimp mayacht 'asiñ thaqhapxäna.	Napoles markax árabe jaqinakampiw mä arust 'äwi luräna, jupanakax Sicília marka katuntasisax.	entailment	ayr
Jïsa, ukampis janiw qawqha centímetronakas uk yatkti, ukatw uka jakhux apnaqaraktaxa.	Ukampis janiw qawqha centímetronakas uk yatkti.	entailment	ayr
Jumax nanakaruw aka tuqit jiskt 'apxista, ukhamarakiw Asociación de Funcionarios del Servicio Exterior uksankirinakarus jiskt 'apxista.	Jumax nanakaruw jiskt 'apxista, kunatix lurañanakaxäki ukxata.	entailment	ayr
Uka kipkarakiw mä wila cortis biplanox.	Uka biplanox wilawa.	entailment	ayr
Ukhamarakiwa, 1994 maran Ley Federal de Racionalización de la Adquisición (LARA) uka kamachix mayiwa, kawkir marka irpirinakatï uka jach'a amtawinak phuqhapki jupanakaw uka amtawinak phuqhapxañapa.	Agencia ejecutiva p'iqt 'irixa kamachinakarjamawa taqi jach 'a programa de adquisiciones ukanakxa uñt 'ayañapa jan ukax wakt 'ayañapa.	entailment	ayr
Nayan amuyatax aka amtäwinakax Congreso ukan yanapt 'apampix mä suma ch 'amanchawiw utjañapa aka markan nayrar sartañapataki ukhamarak aka markan jan walt 'äwinakap nayrar sartañapataki aka qhipa maranakanxa.	Nayan amuyataxat aka amtäwix marka apnaqäw askichani, jan walt 'äwinakarus yanapt 'arakiniwa.	entailment	ayr
Kunapachatixa jiskt 'asi kunatixa Estados Unidos markax janiw Rusia markarux qullqi mayt 'askaspati aka ch 'axwäwi laykuxa, Berger jilax siwa, akax mä jisk 'a jiskt 'awiwa kunalaykutix aka jiskt 'awix wali wakisiriwa kunatixa reforma económica ukanakaxa askiti janicha ukata, ukjamatwa uñakipañäni kunatixa markasatakix askïki uka.	Jupanakax reforma económica ukaw utjañapaw sasaw amuyapxäna janïr préstamos internacionales uka amtaw utjkän ukjaxa.	entailment	ayr
Preparación y presentación de las estimaciones presupuestarias, circular (Qullqi mayt 'äwinaka wakichaña, uñstayaña)	Qullqi katuqaña ukatx qullqichäña yatiyawinaka mayjt'awipa	entailment	ayr
Carcassonne markax nayraqat uñjasax janis sum uñjaskaspa ukhamaw amuyasi; suma uñjañaw autopista uksat utji ukatx markanx arumakiw wali sum uñjasiraki.	Carcassonne markax janiw uru pachan muspharkayäkiti. Arumanakax janiw muspharkayäkiti.	entailment	ayr
Autoridad presupuestaria ukaxa periodos de disponibilidad uka taypiwa uñt'atäspa (mä mara, mä marata, mä marata), autoridadana naturaleza taypiwa uñt'atäspa (jisk 'a pachataki jan ukax wiñayataki), kunjamatixa qullqix utjki uka taypiwa uñt'atäspa (jisk 'a pachataki jan ukax wiñayataki), jan ukax bruto (jan kuna compensación qullqi apthapt'asisa) ukatxa neto (kuna compensación qullqi apthapt'asisa).	Qullqi Churañ Apnaqäwix may maya chiqanakaruw apnaqi.	entailment	ayr
Walja jach 'a turkakipawinakaw utjawayi Defensoría de la Defensa uksat ch 'amanchäwinakap apnaqañataki.	Walja mayjt 'awinakas utjawayi kunjamti Defensoría de la Defensa ukan qullqinak apnaqañ amtax luraski ukanakata.	entailment	ayr
Yatiqañ tukuyxasaxa, kimsaqallq tunka suxtani maranïtwa.	Pusi tunka suxtaniw tukuwayta.	entailment	ayr
Markachirinakan payllawipax 4,3% ukha jilxattatapaw qullqichäwix jilxattäna.	Irnaqatat paylläwitak impuestonakax jilxattaskiwa, ukatw qullqichäwix jilxattaraki.	entailment	ayr
Phisqa, ch'axwäwi janïr qalltkipan utjapxirïna, mä jach'a jaqin utapäkaspas ukhama.	phisqanïxapxtwa, kunapachatix jupanakax wali aytat jaqinakjam sarnaqapkäna ukkhaxa.	entailment	ayr
España markax wali qamiripunitaynawa ch 'uminak katusiñatakixa, qamaqinakata khuchhinakkama, ukampirus Costa Blanca ukax janiw ukawjanakanti.	España markanxa, qamaqinakaru, khuchhinakaru katjañaw utji.	entailment	ayr
Esther Lardent kullakax, Instituto Pro Bono ukan irpiripawa, jupax Pro Bono Challenge uksa irpirirakiwa, uka amtax taqi jach'a empresas de abogados ukanakan pro bono irnaqatap yatiyañatakiwa.	Walja jach 'a kamachinakax pro bono ukankiwa, akax Instituto Pro Bono ukankiwa.	entailment	ayr
Uka qilqatax Chuck Close-ar jach 'ancht 'i, jupax janchi ch 'amakt 'asisax wali suma pankanaka uñicht 'ayi.	Chuck sat chachajj niya kʼumaräjjchïnsa, retratonak lurtʼaskäna.	entailment	ayr
Jupanak taypit mayniw jiwawayi.	Jupanak taypit mayniw jiwawayi.	entailment	ayr
Aka yatiyawinakax wali wakisiripunïnwa, kunatix mä amuyunxa wakisiskakïnwa mä turkakipawi utjañapataki, ukat yanapt'arakitaynawa CFO ukaru tantachañataki yanapt'asirinakaruxa mä jach'a amta utt'ayañataki.	CFO jupax amuyataynawa aka yatiyawix yanapt 'aspawa yanapt 'asirinakarux yanapt 'añataki aka iniciativa de reestructuración ukaruxa.	entailment	ayr
Supayan k 'ajkir k 'ajkir ajanupasti, 1688 maratpach jaqinakarux axsarañampi phuqhantasin t 'aqhisiyi.	Uka ñanqha ajanux, 1688 maratpach juchanakat arrepentisipki ukanakar axsarañampi t 'aqhisiyi.	entailment	ayr
Ukampisa, inamayakchixaya, taqi kunatix aka uraqin utjki ukax inamayakiwa.	Inas ukham lurañajj wakisirakchi.	entailment	ayr
Yaqhip pachanakanxa, janq 'u jaqinakax wali jayapuniw sarnaqapxirïna.	Kunas uk yatiñax wali ch 'amawa.	entailment	ayr
¡Uñtam, t'axllirañ qalltasktaxa! ¡Wali sumapuniwa!	Wali kusisitätwa, ch 'amañcht 'asitaxata.	entailment	ayr
Ruanda uksanx redmond uksanx jank 'akiw Slate uksanx utji, ukatx mä kamachjamax sapa sitio web ukax markapan kamachinakaparjamaw sarnaqañapa, janiw yaqhax sarnaqañapäkiti.	Yaqha markanakan kamachinakapax mayj mayjarakiwa, ukatw sitio web-anakax uka markan kamachinakaparjam phuqhapxañapa	entailment	ayr
Depresión deflacionari uka jan walt 'awinakaxa, pessimistas satak ukanakaw jach'a depresion tukjawayxi.	Pessimistas jupanakax deflacionarionakaruw uka jach'a depresion ukat amuyt 'apxi.	entailment	ayr
Jajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajjajajja	Junt'atax janiw khunux ch'aqañapäkiti.	entailment	ayr
Jardín D 'acclimatation ukax mä parque de atracciones uksankiwa walja askinak uñachayañataki, sarnaqañataki ukat mä jisk'a zoológico ukamp chika.	Jardín de Aclimatación uksanx walja anatäwinakaw utji.	entailment	ayr
""" Congreso de Gao "" ukan kamachinakapampi saräwinakapax Oficina de Investigaciones Especiales (OIE) ukan taqi lurawinakaparuw apnaqi, janitï aka qillqatanx yaqhachañax utjkaspa jan ukax nayratpach yaqhachañax utjkaspa ukjaxa."	""" Congreso de Gao "" ukan kamachinakapampi saräwinakapax Oficina de Investigaciones Especiales (OIE) ukan taqi lurawinakaparuw apnaqi, janitï aka qillqatanx yaqhachañax utjkaspa jan ukax nayratpach yaqhachañax utjkaspa ukjaxa."	entailment	ayr
Nayasti jupanakaruw jan iyawsir uñjarakta.	Jan iyawsasaw jupanakar uñkatta.	entailment	ayr
Ukasti wali ch'amänwa, ukampis nayax panqar uywañ muniristwa. Wawanakaxasti uka panqar uywarux wal munapxäna. Janipuniw khitirus panqar uywañatak jaytkti.	Janiw khitirus panqar yapuchirjam jan uñjkir jaytkäti.	entailment	ayr
Janipuniw kunapachas ukham lurkti. Mä uruw nayax sarxäyäta, janiw thayas utjkänti.	Ukawjanx sapa uruw thayax thayt 'i.	entailment	ayr
Jichhürunakan anatir warawaranakax Woods-ar uraqpachan wali suma anatir jaqit uñt 'ayapxi, jan ukax uraqpachan wali suma anatiri jaqit uñt 'ayapxi.	Wood anatirix uraqpachan wali suma anatiripat uñt 'atawa.	entailment	ayr
Dióxido de azufre jalsut misturix Phase I uksanx wali juk'a jalsunïnwa.	Uka qhathunakax janiw kawkhakamatix jark 'aqañax wakiski ukar purkiti.	entailment	ayr
Uka jach'a utax Tang Chung Ling nayra awkinakan jach'a utapawa. Uka jach'a utax 1800 maran lurasiwayi. Jichhürunakanx uka jach'a utax wali uñt 'atawa.	Tang chung ling nayra achachilanakan utapax, 1800 maran lurasiwayi.	entailment	ayr
Jumax yattawa kunjamäki uksa, ukampis mä juk'ampjarux mä simanaw utjaspa.	Inas paqallq urüchi ukasa.	entailment	ayr
Yaqhip Phantom Menace anatäwir sarañ tickets ukanakax nayratpach aljatäskiwa -- ukatx aljañ utanakan aljatäskiwa.	Mä alakip alakipaxaw utjani, uka alakip alakipaxaw utjani, uka alakip alakipañatakixa.	entailment	ayr
Nayrïrix Denderah templonkiwa, 60 km (43 millas) amsta tuqina.	60 km ukch'a amsta tuqinaxa Denderah sat jach'a utaw utji.	entailment	ayr
Kuntix sapki ukax akawa: kunawsatix qullqi jilt'ayasiñanakapax wali uñt'atäki ukjaxa, ukjamarus markachirinakax juk'amp mayipxi, ukjamarus kunawsatix uka jilt'ayasiñanakapax kamachinakarjam utt'asiski ukjaxa, uka kamachinakasti Jach'a Tantachäwinkir Jilïr Irpirix utt'ayaskaraki ukjaxa, jan chhijllat taripirinakas --ukham sutichatawa-- markachirinakaruw sapxañapa: janiw jupanakan munañaparjam sarnaqapxañapäkiti.	Janiw jupanakax munapkiti jan munata kamachimpi taripatäñapaxa.	entailment	ayr
Uka prototipo lunthatax wali suma uñnaqt 'anïnwa.	Jupax wali suma uñnaqt 'an jaqiwa.	entailment	ayr
Tradicional participación del público en eventos como concursos de belleza ukax juk'amp thuqt'awirakiwa.	Qhanañchäwinakax uñch 'ukirinakamp chikaw lurasi.	entailment	ayr
"Imill wawanakax sarxapkän ukkhasti, nayax Julius jilataruw sista: "" Londres markar jank 'ak sarxam "" sasa. Thakhinjam sarkasinsti, juparux taqi ukanak yatiyta."	Julio jilatarux taqi ukanak yatiyta, Londres markar sarkasasti.	entailment	ayr
Khä 1895 maranxa, José Marta, wali yäqat patriotaw Cuba markanxa (ukax jichhaxa mä calle, plaza jan ukax mä jach'a utaw jupan sutimpix sapa markan utjaraki), jupax uka qhipa jach'a sartasiw España contrax p'iqt 'äna.	José Martax cubanawa.	entailment	ayr
Mr. Carter jupan qunuñapan qunt 'atäskiwa.	Jaqisti qunuñaparuw qunt 'asïna.	entailment	ayr
Fuerza Aérea-x amuyt 'awayiwa, 2001-n tukuyapanxa, kunapachati F-22 uka aviónx mä juk'a producción uksar mistxän ukjaxa, niya pä pachaw uka aviónx anqar thuqtawayatäna.	Fuerza Aérea uksankirinakax niya pä pachanakaw sarañ amtapxi.	entailment	ayr
Jupaxa yatiwa kunapachatixa mä pitcheruxa mä sin-bateraru jaquntkixa, catcheruxa yatiwa kunapachatixa catcheruxa mä fotoru jaquntkixa qhipürunxa yatiyawinxa.	Jawq'asirix janiw mä jamuq waraqt 'añ atkiti, jan ukasti mä jan jaqt 'asirirakiw jaqt 'i.	entailment	ayr
